ticket_id,user_id,fecha,canal,tiempo_primera_respuesta_min,tiempo_resolucion_hs,resuelto,tema_principal,subtema,csat_score,reapertura
CH0979,U1700,2023-08-20,chat,2,2.9,si,reportes,flujo_caja,3,no
CH0980,U1235,2023-10-18,chat,14,2.6,si,facturacion,emision_factura,5,no
CH0981,U0721,2023-03-03,chat,11,1.4,si,cuenta,reactivacion,5,no
CH0982,U0086,2024-02-12,chat,8,2,si,facturacion,errores_sat,4,no
CH0983,U0060,2024-02-24,chat,15,1,si,facturacion,factura_electronica_avanzada,4,no
CH0984,U1160,2023-06-10,chat,24,1.3,si,facturacion,emision_factura,5,no
CH0985,U1872,2023-07-14,chat,14,2.8,si,reportes,estado_resultados,3,no
CH0986,U1499,2023-06-22,chat,16,0.6,si,configuracion,onboarding_general,3,no
CH0987,U0868,2023-10-19,chat,2,2.5,si,pagos,fallo_cobro,4,no
CH0988,U1508,2024-01-19,chat,17,2.5,si,cuenta,cambio_plan,3,no
CH0989,U0161,2023-04-05,chat,3,1,si,pagos,disputa,3,no
CH0990,U1852,2023-04-30,chat,18,2.9,si,reportes,exportar_excel,5,no
CH0991,U1787,2024-02-25,chat,5,0.8,si,reportes,balance_general,4,no
CH0992,U0313,2023-03-17,chat,8,1,si,configuracion,plan_cuentas,3,no
CH0993,U0460,2023-10-23,chat,19,12.6,no,facturacion,emision_factura,1,si
CH0994,U1270,2023-10-26,chat,17,1.7,si,pagos,disputa,5,no
CH0995,U0938,2023-11-05,chat,7,3,si,configuracion,integracion_banco,5,no
CH0996,U1683,2023-03-22,chat,9,2.1,si,integraciones,banco,3,no
CH0997,U1215,2024-01-30,chat,14,22.2,no,pagos,actualizacion_tarjeta,1,no
CH0998,U1406,2023-05-14,chat,18,1.6,si,facturacion,descarga_xml,3,no
CH0999,U1680,2023-01-12,chat,14,1.3,si,reportes,exportar_excel,5,no
CH1000,U1259,2023-11-17,chat,5,2.3,si,facturacion,errores_sat,5,no
CH1001,U1053,2023-02-10,chat,4,2.4,si,configuracion,plan_cuentas,5,no
CH1002,U0448,2023-10-27,chat,5,25.6,no,reportes,balance_general,1,si
CH1003,U1297,2023-08-13,chat,20,2.7,si,facturacion,errores_dian,3,no
CH1004,U0931,2024-01-21,chat,10,1.3,si,pagos,actualizacion_tarjeta,3,no
CH1005,U1735,2023-03-29,chat,16,2.6,si,facturacion,factura_electronica_avanzada,5,no
CH1006,U1976,2023-01-04,chat,6,1.2,si,cuenta,reactivacion,3,no
CH1007,U1631,2024-02-06,chat,15,1.4,si,facturacion,descarga_xml,3,no
CH1008,U0560,2024-03-01,chat,3,1.8,si,facturacion,emision_factura,5,no
CH1009,U1335,2023-08-08,chat,9,1,si,facturacion,errores_dian,2,no
CH1010,U1459,2023-12-07,chat,11,1.1,si,configuracion,plan_cuentas,3,no
CH1011,U0849,2024-01-09,chat,12,0.8,si,facturacion,errores_dian,5,no
CH1012,U0431,2023-09-27,chat,13,1.6,si,facturacion,factura_electronica_avanzada,3,no
CH1013,U1637,2023-03-02,chat,15,2.4,si,integraciones,api_externa,5,no
CH1014,U0563,2024-02-17,chat,17,1,si,reportes,balance_general,3,no
CH1015,U1590,2023-01-31,chat,7,19.6,no,cuenta,cambio_plan,3,si
CH1016,U1404,2023-03-03,chat,5,1.8,si,cuenta,suspension_cuenta,3,no
CH1017,U0585,2023-07-16,chat,3,2.4,si,configuracion,onboarding_general,5,no
CH1018,U1609,2023-10-31,chat,14,1.8,si,facturacion,errores_dian,3,no
CH1019,U1102,2023-02-28,chat,6,1.3,si,facturacion,emision_factura,4,no
CH1020,U1015,2024-02-23,chat,14,0.9,si,facturacion,factura_electronica_avanzada,5,no
CH1021,U0369,2023-08-26,chat,18,17.3,no,facturacion,descarga_xml,3,si
CH1022,U1619,2023-08-24,chat,4,2.6,si,facturacion,factura_electronica_avanzada,3,no
CH1023,U0630,2023-09-13,chat,23,21.9,no,facturacion,emision_factura,1,si
CH1024,U1563,2024-01-15,chat,24,1.1,si,facturacion,factura_electronica_avanzada,3,no
CH1025,U0379,2023-09-22,chat,7,9.2,no,integraciones,pasarela_pago,2,si
CH1026,U0354,2023-06-09,chat,22,6.2,no,integraciones,pasarela_pago,1,no
CH1027,U1557,2023-06-01,chat,11,1.7,si,reportes,exportar_excel,3,no
CH1028,U1632,2023-06-17,chat,20,1.3,si,cuenta,suspension_cuenta,3,no
CH1029,U1905,2023-02-16,chat,20,1.8,si,integraciones,banco,3,no
CH1030,U0567,2023-07-04,chat,2,0.8,si,configuracion,datos_empresa,3,no
CH1031,U1290,2023-01-23,chat,8,2.4,si,pagos,fallo_cobro,4,no
CH1032,U0009,2023-07-18,chat,24,13.3,no,integraciones,pasarela_pago,3,no
CH1033,U0848,2023-06-09,chat,24,2.8,si,pagos,fallo_cobro,5,no
CH1034,U1070,2023-09-08,chat,6,2.4,si,cuenta,suspension_cuenta,5,no
CH1035,U0217,2023-10-01,chat,14,2,si,facturacion,errores_dian,4,no
CH1036,U1837,2023-05-12,chat,3,1.6,si,pagos,actualizacion_tarjeta,4,no
CH1037,U1549,2023-08-25,chat,7,1.1,si,reportes,estado_resultados,5,no
CH1038,U1977,2023-07-26,chat,6,2.9,si,facturacion,emision_factura,5,no
CH1039,U1984,2023-05-20,chat,20,1.2,si,facturacion,errores_sat,3,no
CH1040,U0140,2023-11-16,chat,2,0.6,si,pagos,actualizacion_tarjeta,5,no
CH1041,U1888,2023-07-12,chat,9,0.8,si,integraciones,api_externa,5,no
CH1042,U1180,2023-04-21,chat,13,1.1,si,integraciones,pasarela_pago,3,no
CH1043,U1653,2024-02-16,chat,11,2.4,si,cuenta,cambio_plan,4,no
CH1044,U0181,2024-02-28,chat,7,11.6,no,cuenta,reactivacion,3,no
CH1045,U1394,2023-08-08,chat,12,1.5,si,facturacion,descarga_xml,3,no
CH1046,U1989,2023-02-12,chat,5,2.8,si,facturacion,factura_electronica_avanzada,5,no
CH1047,U1346,2023-01-10,chat,24,1.8,si,configuracion,onboarding_general,5,no
CH1048,U0866,2023-09-09,chat,22,1,si,cuenta,reactivacion,3,no
CH1049,U0741,2024-01-05,chat,12,1.7,si,facturacion,emision_factura,5,no
CH1050,U1459,2023-05-02,chat,8,2.6,si,pagos,disputa,5,no
CH1051,U0529,2023-10-02,chat,3,14,no,configuracion,plan_cuentas,1,si
CH1052,U0419,2023-05-24,chat,6,2,si,reportes,flujo_caja,5,no
CH1053,U0766,2023-04-22,chat,6,7,no,reportes,balance_general,3,no
CH1054,U1846,2023-10-26,chat,19,1,si,configuracion,onboarding_general,3,no
CH1055,U0098,2023-05-07,chat,17,25,no,facturacion,errores_dian,3,si
CH1056,U1345,2023-10-18,chat,23,6.5,no,facturacion,errores_dian,2,no
CH1057,U0001,2023-03-17,chat,13,1.7,si,reportes,balance_general,5,no
CH1058,U0666,2023-11-09,chat,3,2.8,si,integraciones,pasarela_pago,3,no
CH1059,U0556,2023-07-20,chat,8,2.6,si,integraciones,pasarela_pago,3,no
CH1060,U1058,2024-01-27,chat,8,1.5,si,facturacion,factura_electronica_avanzada,3,no
CH1061,U0780,2023-03-10,chat,15,2.9,si,facturacion,errores_sat,4,no
CH1062,U1953,2023-08-16,chat,23,25.3,no,configuracion,integracion_banco,2,no
CH1063,U0842,2024-01-02,chat,23,1.2,si,reportes,estado_resultados,5,no
CH1064,U0788,2023-11-15,chat,5,1.2,si,configuracion,integracion_banco,5,no
CH1065,U1115,2024-01-09,chat,4,1.2,si,integraciones,api_externa,4,no
CH1066,U1705,2023-03-25,chat,16,1.7,si,configuracion,integracion_banco,4,no
CH1067,U1909,2023-06-23,chat,3,0.9,si,facturacion,factura_electronica_avanzada,3,no
CH1068,U1114,2024-01-16,chat,25,27.5,no,configuracion,integracion_banco,2,si
CH1069,U1212,2024-01-02,chat,13,6.4,no,pagos,fallo_cobro,3,no
CH1070,U0945,2023-02-01,chat,16,24.1,no,facturacion,errores_sat,1,no
CH1071,U0567,2023-11-16,chat,23,2.6,si,facturacion,errores_sat,5,no
CH1072,U1360,2024-01-27,chat,4,11.5,no,facturacion,errores_sat,2,si
CH1073,U0896,2023-12-18,chat,25,1.4,si,configuracion,plan_cuentas,3,no
CH1074,U0841,2023-12-06,chat,7,1.1,si,facturacion,factura_electronica_avanzada,3,no
CH1075,U0496,2023-06-06,chat,12,1.3,si,reportes,exportar_excel,3,no
CH1076,U1975,2024-01-25,chat,7,27.4,no,cuenta,suspension_cuenta,3,no
CH1077,U1963,2023-11-04,chat,14,0.8,si,configuracion,plan_cuentas,3,no
CH1078,U1602,2023-08-30,chat,20,17.7,no,facturacion,factura_electronica_avanzada,3,si
CH1079,U1990,2023-11-21,chat,22,2.5,si,pagos,actualizacion_tarjeta,4,no
CH1080,U0914,2023-08-03,chat,4,2,si,configuracion,datos_empresa,3,no
CH1081,U0442,2024-01-01,chat,13,2.9,si,facturacion,descarga_xml,3,no
CH1082,U0142,2023-01-30,chat,25,0.6,si,configuracion,onboarding_general,4,no
CH1083,U1553,2023-10-30,chat,24,0.6,si,pagos,actualizacion_tarjeta,4,no
CH1084,U0562,2023-02-07,chat,13,24.2,no,integraciones,pasarela_pago,1,no
CH1085,U1859,2023-07-11,chat,25,0.9,si,configuracion,plan_cuentas,3,no
CH1086,U0045,2023-03-25,chat,5,1.9,si,facturacion,factura_electronica_avanzada,3,no
CH1087,U1156,2023-12-25,chat,2,0.8,si,facturacion,descarga_xml,3,no
CH1088,U0804,2023-12-26,chat,25,2.9,si,configuracion,datos_empresa,5,no
CH1089,U1707,2023-04-21,chat,6,10.7,no,cuenta,suspension_cuenta,1,no
CH1090,U0954,2023-09-04,chat,13,1.7,si,cuenta,reactivacion,4,no
CH1091,U1773,2023-10-07,chat,12,1,si,facturacion,errores_dian,5,no
CH1092,U0580,2023-03-21,chat,15,17.5,no,configuracion,datos_empresa,2,no
CH1093,U0976,2023-11-21,chat,11,1.4,si,facturacion,descarga_xml,5,no
CH1094,U0762,2023-07-21,chat,11,2.4,si,reportes,exportar_excel,3,no
CH1095,U0919,2023-10-18,chat,9,1.8,si,facturacion,factura_electronica_avanzada,5,no
CH1096,U1146,2023-07-05,chat,4,0.9,si,reportes,flujo_caja,3,no
CH1097,U0669,2023-02-25,chat,4,1.7,si,configuracion,onboarding_general,5,no
CH1098,U0140,2023-05-21,chat,11,1.7,si,configuracion,onboarding_general,4,no
CH1099,U1927,2023-07-28,chat,8,2.1,si,facturacion,emision_factura,3,no
CH1100,U0138,2023-09-26,chat,19,2.4,si,cuenta,suspension_cuenta,4,no
CH1101,U0997,2023-10-19,chat,15,25,no,reportes,flujo_caja,2,si
CH1102,U1604,2023-05-25,chat,25,26.8,no,facturacion,emision_factura,3,si
CH1103,U0665,2023-08-29,chat,19,13.7,no,facturacion,emision_factura,2,no
CH1104,U1581,2023-07-28,chat,12,2.3,si,pagos,fallo_cobro,4,no
CH1105,U0477,2023-02-13,chat,6,2.7,si,reportes,estado_resultados,5,no
CH1106,U1068,2023-03-06,chat,22,19.4,no,configuracion,datos_empresa,3,si
CH1107,U1499,2023-08-09,chat,23,1.3,si,facturacion,errores_dian,4,no
CH1108,U1717,2023-07-29,chat,3,0.8,si,facturacion,errores_dian,5,no
CH1109,U0486,2023-11-11,chat,15,0.8,si,pagos,disputa,4,no
CH1110,U0757,2023-12-21,chat,7,1.3,si,integraciones,api_externa,4,no
CH1111,U1960,2023-07-11,chat,12,2.1,si,integraciones,api_externa,5,no
CH1112,U0996,2023-10-15,chat,16,27.2,no,facturacion,errores_dian,1,no
CH1113,U0489,2023-03-13,chat,2,8.3,no,pagos,actualizacion_tarjeta,3,no
CH1114,U0439,2023-12-01,chat,4,0.6,si,facturacion,errores_dian,5,no
CH1115,U1063,2023-01-27,chat,3,2.9,si,facturacion,errores_dian,4,no
CH1116,U0738,2023-08-17,chat,23,1.2,si,reportes,estado_resultados,5,no
CH1117,U0370,2023-04-28,chat,21,0.8,si,reportes,balance_general,5,no
CH1118,U1623,2024-02-26,chat,22,1.5,si,pagos,actualizacion_tarjeta,5,no
CH1119,U1060,2023-05-08,chat,13,2.1,si,configuracion,integracion_banco,5,no
CH1120,U1057,2024-02-21,chat,17,1.9,si,integraciones,api_externa,5,no
CH1121,U0559,2024-01-23,chat,12,1.7,si,cuenta,suspension_cuenta,4,no
CH1122,U0110,2023-11-17,chat,6,1.2,si,pagos,disputa,4,no
CH1123,U0713,2023-10-16,chat,19,21.4,no,reportes,flujo_caja,2,si
CH1124,U0058,2023-10-21,chat,11,1,si,facturacion,descarga_xml,3,no
CH1125,U1889,2023-08-06,chat,11,3,si,configuracion,integracion_banco,3,no
CH1126,U0549,2023-05-18,chat,11,2.9,si,facturacion,errores_sat,5,no
CH1127,U1086,2023-12-17,chat,10,2.2,si,facturacion,errores_sat,4,no
CH1128,U0627,2023-10-27,chat,9,2.6,si,reportes,balance_general,5,no
CH1129,U0164,2023-03-15,chat,6,2.9,si,facturacion,emision_factura,3,no
CH1130,U1322,2023-12-17,chat,18,1,si,configuracion,datos_empresa,4,no
CH1131,U0596,2023-02-25,chat,24,1.3,si,cuenta,reactivacion,3,no
CH1132,U0003,2024-01-28,chat,19,14.8,no,configuracion,datos_empresa,3,no
CH1133,U0095,2023-04-16,chat,7,0.6,si,facturacion,descarga_xml,3,no
CH1134,U1530,2023-05-27,chat,9,1.7,si,facturacion,factura_electronica_avanzada,4,no
CH1135,U0865,2023-05-20,chat,22,2.5,si,cuenta,suspension_cuenta,1,no
CH1136,U0476,2023-10-06,chat,23,2.5,si,facturacion,descarga_xml,4,no
CH1137,U0484,2023-01-29,chat,25,1.4,si,facturacion,factura_electronica_avanzada,4,no
CH1138,U1814,2024-01-16,chat,10,2,si,reportes,estado_resultados,3,no
CH1139,U0556,2023-04-16,chat,4,20.3,no,pagos,fallo_cobro,2,si
CH1140,U0749,2023-09-14,chat,18,1,si,reportes,estado_resultados,3,no
CH1141,U0978,2023-10-06,chat,5,0.8,si,integraciones,api_externa,4,no
CH1142,U0043,2023-12-06,chat,15,0.6,si,configuracion,plan_cuentas,4,no
CH1143,U0520,2023-12-31,chat,12,15.3,no,reportes,flujo_caja,1,no
CH1144,U1720,2023-02-26,chat,13,2.2,si,configuracion,integracion_banco,3,no
CH1145,U0240,2023-12-11,chat,3,0.9,si,pagos,actualizacion_tarjeta,5,no
CH1146,U1486,2024-02-15,chat,15,17.7,no,facturacion,descarga_xml,3,no
CH1147,U1052,2023-04-20,chat,24,0.5,si,reportes,estado_resultados,4,no
CH1148,U1137,2023-12-14,chat,13,1.7,si,configuracion,plan_cuentas,5,no
CH1149,U1645,2023-08-31,chat,13,2.1,si,reportes,flujo_caja,2,no
CH1150,U0378,2023-02-26,chat,25,1.1,si,integraciones,banco,5,no
CH1151,U1955,2023-10-08,chat,2,1.6,si,configuracion,onboarding_general,5,no
CH1152,U1975,2023-09-10,chat,3,2.1,si,facturacion,factura_electronica_avanzada,3,no
CH1153,U1492,2024-01-11,chat,23,1.9,si,configuracion,onboarding_general,3,no
CH1154,U1527,2023-12-05,chat,24,1.5,si,facturacion,errores_dian,3,no
CH1155,U0353,2023-02-07,chat,4,25.2,no,cuenta,reactivacion,1,si
CH1156,U1968,2023-01-03,chat,3,0.9,si,facturacion,emision_factura,4,no
CH1157,U0483,2023-03-09,chat,25,1.9,si,facturacion,errores_dian,4,no
CH1158,U1570,2023-01-26,chat,18,0.6,si,configuracion,datos_empresa,4,no
CH1159,U0239,2023-01-08,chat,4,2.7,si,facturacion,descarga_xml,4,no
CH1160,U1837,2023-10-17,chat,21,2.4,si,cuenta,suspension_cuenta,5,no
CH1161,U0091,2024-02-09,chat,14,0.6,si,configuracion,onboarding_general,4,no
CH1162,U1469,2023-08-08,chat,3,2.9,si,facturacion,descarga_xml,3,no
CH1163,U0489,2024-02-29,chat,13,2.2,si,pagos,actualizacion_tarjeta,3,no
CH1164,U0807,2024-02-26,chat,8,1.7,si,pagos,fallo_cobro,5,no
CH1165,U1424,2023-12-11,chat,13,2.8,si,cuenta,cambio_plan,4,no
CH1166,U1247,2024-02-21,chat,10,2.1,si,facturacion,errores_dian,4,no
CH1167,U1100,2023-08-01,chat,14,2.4,si,cuenta,cambio_plan,5,no
CH1168,U0521,2023-07-30,chat,21,6.9,no,facturacion,factura_electronica_avanzada,2,no
CH1169,U0011,2023-01-07,chat,24,2.9,si,facturacion,descarga_xml,3,no
CH1170,U0556,2023-09-08,chat,25,2.4,si,facturacion,errores_sat,3,no
CH1171,U1964,2023-04-03,chat,6,2.3,si,reportes,estado_resultados,3,no
CH1172,U0985,2023-08-07,chat,7,0.9,si,cuenta,cambio_plan,3,no
CH1173,U0551,2023-06-18,chat,3,1.2,si,configuracion,integracion_banco,4,no
CH1174,U0946,2023-10-03,chat,15,14.5,no,facturacion,emision_factura,1,no
CH1175,U0720,2023-11-03,chat,4,6.9,no,pagos,fallo_cobro,3,si
CH1176,U1024,2023-11-08,chat,9,2.1,si,facturacion,errores_dian,5,no
CH1177,U1362,2023-10-23,chat,4,0.8,si,cuenta,cambio_plan,5,no
CH1178,U0797,2023-04-26,chat,4,27.3,no,facturacion,errores_dian,3,si
CH1179,U1329,2023-01-10,chat,18,1.7,si,facturacion,errores_dian,3,no
CH1180,U1940,2023-12-20,chat,8,2.8,si,facturacion,factura_electronica_avanzada,3,no
CH1181,U1921,2023-04-09,chat,17,2.4,si,facturacion,errores_dian,4,no
CH1182,U1098,2023-11-23,chat,12,2.2,si,reportes,balance_general,3,no
CH1183,U1038,2023-07-07,chat,24,20.2,no,pagos,disputa,2,no
CH1184,U0463,2023-03-24,chat,14,3,si,configuracion,datos_empresa,4,no
CH1185,U1765,2024-02-19,chat,16,2.6,si,configuracion,datos_empresa,3,no
CH1186,U0097,2023-08-05,chat,13,0.6,si,facturacion,factura_electronica_avanzada,4,no
CH1187,U0170,2023-04-05,chat,17,0.7,si,facturacion,errores_sat,4,no
CH1188,U0338,2023-11-28,chat,22,1.3,si,pagos,disputa,5,no
CH1189,U1241,2023-12-27,chat,21,1.6,si,facturacion,emision_factura,5,no
CH1190,U0889,2023-11-12,chat,14,2.9,si,configuracion,datos_empresa,3,no
CH1191,U1680,2024-01-13,chat,19,1.9,si,pagos,disputa,3,no
CH1192,U0985,2023-06-10,chat,18,1,si,configuracion,plan_cuentas,3,no
CH1193,U1199,2023-09-10,chat,12,1,si,configuracion,datos_empresa,4,no
CH1194,U1185,2023-03-10,chat,18,1.5,si,reportes,flujo_caja,3,no
CH1195,U1351,2023-09-01,chat,12,1.9,si,facturacion,errores_dian,5,no
CH1196,U0563,2024-02-13,chat,20,26.5,no,reportes,estado_resultados,1,no
CH1197,U1658,2024-02-28,chat,20,17.8,no,facturacion,errores_dian,3,si
CH1198,U0112,2023-01-06,chat,8,1.4,si,facturacion,factura_electronica_avanzada,4,no
CH1199,U0755,2023-07-27,chat,22,9.9,no,integraciones,pasarela_pago,1,si
CH1200,U1766,2023-01-21,chat,18,2.6,si,facturacion,factura_electronica_avanzada,5,no
CH1201,U0492,2023-02-13,chat,21,25.7,no,configuracion,plan_cuentas,2,si
CH1202,U1660,2023-08-15,chat,18,1.2,si,configuracion,plan_cuentas,3,no
CH1203,U1925,2023-09-14,chat,4,6.1,no,reportes,balance_general,2,si
CH1204,U0193,2023-03-03,chat,2,0.6,si,facturacion,descarga_xml,3,no
CH1205,U0895,2023-02-03,chat,17,1.6,si,cuenta,suspension_cuenta,4,no
CH1206,U1284,2023-11-11,chat,4,2.1,si,facturacion,emision_factura,3,no
CH1207,U1540,2023-01-08,chat,4,0.6,si,pagos,disputa,3,no
CH1208,U1478,2023-03-02,chat,10,18.1,no,facturacion,emision_factura,1,no
CH1209,U1682,2023-05-07,chat,22,0.8,si,reportes,balance_general,5,no
CH1210,U0308,2023-08-27,chat,17,10.4,no,facturacion,descarga_xml,3,no
CH1211,U0592,2023-06-15,chat,14,2.3,si,integraciones,api_externa,4,no
CH1212,U1149,2023-10-21,chat,5,2.2,si,configuracion,plan_cuentas,3,no
CH1213,U1868,2023-07-23,chat,12,1.6,si,configuracion,datos_empresa,5,no
CH1214,U1972,2023-10-30,chat,5,3,si,facturacion,errores_sat,3,no
CH1215,U1379,2023-11-08,chat,2,22.9,no,facturacion,factura_electronica_avanzada,1,si
CH1216,U0770,2023-06-27,chat,15,1.7,si,reportes,flujo_caja,5,no
CH1217,U1817,2023-02-06,chat,6,1.5,si,reportes,balance_general,4,no
CH1218,U1495,2023-10-21,chat,20,21.5,no,cuenta,reactivacion,3,no
CH1219,U1718,2023-09-15,chat,22,22.8,no,configuracion,onboarding_general,3,si
CH1220,U0761,2023-11-02,chat,16,2.9,si,reportes,flujo_caja,4,no
CH1221,U0889,2023-09-04,chat,8,2.5,si,reportes,balance_general,3,no
CH1222,U1849,2023-08-25,chat,12,2.5,si,configuracion,plan_cuentas,5,no
CH1223,U1498,2023-05-08,chat,17,2.8,si,configuracion,onboarding_general,4,no
CH1224,U1582,2023-05-25,chat,24,2.2,si,facturacion,descarga_xml,5,no
CH1225,U1025,2023-07-27,chat,12,1.6,si,reportes,exportar_excel,4,no
CH1226,U1721,2023-07-26,chat,2,2.4,si,facturacion,descarga_xml,3,no
CH1227,U0278,2023-02-04,chat,9,2.1,si,configuracion,integracion_banco,5,no
CH1228,U1148,2023-10-26,chat,7,1.8,si,pagos,fallo_cobro,5,no
CH1229,U1589,2023-12-13,chat,7,2.5,si,facturacion,descarga_xml,4,no
CH1230,U1267,2024-01-23,chat,8,1.8,si,facturacion,emision_factura,4,no
CH1231,U1226,2024-01-10,chat,20,2.6,si,reportes,balance_general,4,no
CH1232,U0261,2023-04-07,chat,23,0.7,si,integraciones,banco,4,no
CH1233,U0602,2023-11-16,chat,4,1.7,si,pagos,actualizacion_tarjeta,3,no
CH1234,U1307,2023-10-07,chat,11,1.5,si,facturacion,descarga_xml,3,no
CH1235,U0601,2023-11-09,chat,18,2.6,si,configuracion,onboarding_general,3,no
CH1236,U0866,2023-07-11,chat,25,27.3,no,facturacion,descarga_xml,1,si
CH1237,U1597,2023-12-22,chat,14,8.3,no,facturacion,factura_electronica_avanzada,2,no
CH1238,U1362,2023-09-10,chat,3,2.3,si,facturacion,emision_factura,4,no
CH1239,U1792,2023-07-23,chat,15,0.7,si,pagos,fallo_cobro,5,no
CH1240,U0953,2023-03-02,chat,16,1.2,si,facturacion,factura_electronica_avanzada,5,no
CH1241,U1643,2023-11-03,chat,7,0.6,si,pagos,disputa,5,no
CH1242,U1128,2023-12-09,chat,2,0.7,si,facturacion,factura_electronica_avanzada,5,no
CH1243,U1327,2023-07-23,chat,3,1,si,facturacion,emision_factura,5,no
CH1244,U0185,2023-08-31,chat,9,2.8,si,configuracion,onboarding_general,3,no
CH1245,U0572,2023-07-28,chat,13,1.3,si,pagos,fallo_cobro,3,no
CH1246,U1761,2023-04-16,chat,12,2.5,si,integraciones,pasarela_pago,3,no
CH1247,U0179,2023-06-28,chat,22,1,si,integraciones,api_externa,3,no
CH1248,U0477,2023-09-20,chat,15,1.8,si,facturacion,emision_factura,4,no
CH1249,U1920,2023-05-31,chat,10,0.9,si,pagos,disputa,3,no
CH1250,U0132,2023-10-18,chat,4,1.1,si,facturacion,emision_factura,4,no
CH1251,U1334,2023-08-11,chat,21,2.5,si,integraciones,api_externa,4,no
CH1252,U1039,2023-11-17,chat,5,9,no,facturacion,errores_dian,1,no
CH1253,U1754,2023-05-22,chat,19,10.6,no,reportes,exportar_excel,1,no
CH1254,U0051,2023-10-20,chat,2,1,si,configuracion,datos_empresa,5,no
CH1255,U0568,2023-01-21,chat,14,18.4,no,reportes,exportar_excel,3,si
CH1256,U0746,2023-02-20,chat,8,1.6,si,facturacion,errores_dian,5,no
CH1257,U1343,2023-10-26,chat,5,14.3,no,cuenta,reactivacion,1,si
CH1258,U0544,2024-01-23,chat,17,2.3,si,configuracion,plan_cuentas,5,no
CH1259,U0036,2023-07-05,chat,3,6.3,no,configuracion,plan_cuentas,1,si
CH1260,U1505,2023-03-19,chat,23,2.9,si,configuracion,onboarding_general,5,no
CH1261,U0451,2023-03-10,chat,19,1.7,si,integraciones,banco,5,no
CH1262,U1768,2023-11-08,chat,7,2.9,si,integraciones,banco,5,no
CH1263,U1576,2024-01-16,chat,8,0.6,si,facturacion,errores_sat,5,no
CH1264,U0231,2023-09-20,chat,8,27.8,no,reportes,exportar_excel,2,no
CH1265,U1012,2023-10-20,chat,4,1.5,si,reportes,flujo_caja,3,no
CH1266,U1007,2023-11-14,chat,4,0.9,si,cuenta,suspension_cuenta,3,no
CH1267,U0468,2023-12-27,chat,12,1.1,si,facturacion,errores_sat,3,no
CH1268,U1855,2023-07-11,chat,9,0.9,si,integraciones,api_externa,5,no
CH1269,U0282,2024-01-03,chat,11,20.8,no,reportes,exportar_excel,3,si
CH1270,U1866,2023-12-21,chat,2,0.8,si,pagos,disputa,4,no
CH1271,U0185,2024-01-23,chat,15,1.8,si,reportes,estado_resultados,3,no
CH1272,U1099,2023-11-30,chat,6,1.5,si,facturacion,emision_factura,4,no
CH1273,U0399,2023-07-12,chat,6,0.5,si,configuracion,onboarding_general,5,no
CH1274,U1775,2023-12-23,chat,23,1.6,si,facturacion,errores_sat,3,no
CH1275,U1856,2023-03-13,chat,6,2.6,si,facturacion,factura_electronica_avanzada,5,no
CH1276,U0440,2023-07-21,chat,18,0.9,si,facturacion,errores_dian,4,no
CH1277,U0280,2023-09-24,chat,17,17,no,configuracion,datos_empresa,2,no
CH1278,U0580,2023-12-23,chat,4,11.5,no,facturacion,emision_factura,1,no
CH1279,U1201,2023-06-03,chat,23,1.5,si,facturacion,errores_dian,3,no
CH1280,U0362,2023-10-24,chat,9,1.2,si,pagos,disputa,5,no
CH1281,U1546,2023-04-29,chat,10,0.8,si,cuenta,reactivacion,4,no
CH1282,U1883,2023-01-03,chat,19,2,si,configuracion,onboarding_general,4,no
CH1283,U0280,2024-01-03,chat,19,2.4,si,reportes,balance_general,4,no
CH1284,U0868,2023-04-02,chat,13,0.5,si,integraciones,banco,3,no
CH1285,U0054,2023-06-03,chat,8,1.6,si,cuenta,reactivacion,5,no
CH1286,U1774,2023-05-27,chat,19,8,no,configuracion,plan_cuentas,2,no
CH1287,U0353,2023-09-23,chat,23,9.7,no,facturacion,descarga_xml,3,no
CH1288,U0106,2023-10-14,chat,3,0.6,si,configuracion,datos_empresa,5,no
CH1289,U1028,2023-09-21,chat,7,0.6,si,pagos,actualizacion_tarjeta,3,no
CH1290,U1283,2023-02-28,chat,2,23.2,no,facturacion,errores_sat,1,si
CH1291,U1391,2023-05-13,chat,17,1,si,integraciones,api_externa,5,no
CH1292,U0268,2023-10-28,chat,20,1.3,si,facturacion,errores_sat,3,no
CH1293,U0982,2023-11-03,chat,19,7.3,no,configuracion,integracion_banco,3,si
CH1294,U1169,2024-02-29,chat,18,9.9,no,integraciones,pasarela_pago,3,si
CH1295,U1902,2023-04-19,chat,7,0.6,si,facturacion,errores_sat,4,no
CH1296,U0101,2023-10-10,chat,2,15.2,no,reportes,balance_general,1,si
CH1297,U1094,2023-02-23,chat,17,1.4,si,pagos,disputa,4,no
CH1298,U0304,2023-05-31,chat,14,1.8,si,cuenta,cambio_plan,4,no
CH1299,U1684,2023-10-22,chat,7,5.2,no,facturacion,errores_dian,1,si
CH1300,U0288,2023-11-27,chat,18,1.5,si,facturacion,factura_electronica_avanzada,5,no
CH1301,U1277,2024-01-03,chat,16,11,no,facturacion,emision_factura,1,si
CH1302,U0226,2023-07-11,chat,20,9.6,no,facturacion,factura_electronica_avanzada,3,si
CH1303,U0966,2023-03-06,chat,24,2.2,si,reportes,balance_general,3,no
CH1304,U0299,2023-06-11,chat,21,1.8,si,configuracion,plan_cuentas,4,no
