user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana,chat_tickets,chat_no_resueltos,chat_reaperturas,chat_csat_prom,chat_tpr_prom,wa_tickets,wa_deriva_agente,wa_negativos,tel_llamadas,tel_escalados,tel_nps_prom,usa_soporte,soporte_tickets_total,friccion,canal_mas_usado
U1496,Distribuidora Ramírez,Pyme,República Dominicana,Growth,35,2023-07-16,2023-10-24,inactivo,tarjeta,,,,,,,,45123,si,no,si,si,14,no,5,9,4,2,no,no,no,no,0.9,2,1,1,2.5,11.5,1,1,0,1,0,3,1,4,1,chat
U1497,Ferretería Sánchez & Hijos,Pyme,Costa Rica,Starter,19,2023-10-21,2023-10-28,inactivo,tarjeta,,,,,,,,45220,si,no,si,si,2,no,8,20,0,1,no,no,no,no,0.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1498,Torres Torres Auditoría,Contador,Colombia,Growth,35,2023-02-01,2024-02-12,activo,tarjeta,,,,,,,,44958,si,si,si,si,10,no,30,42,2,2,no,no,si,si,6.9,3,0,0,3.333333333,14.33333333,0,0,0,0,0,,1,3,0,chat
U1499,Panadería Medina,Pyme,Costa Rica,Growth,35,2022-03-11,2024-02-07,activo,tarjeta,,,,,,,,44631,si,no,si,si,6,no,40,54,2,2,no,no,si,si,3.6,3,0,0,4,16,1,1,1,0,0,,1,4,1,chat
U1500,Ferretería Rojas,Pyme,Colombia,Pro,49,2023-06-06,2023-07-25,suspendido,tarjeta,2023-04-23,involuntario,disputa_bancaria,,ninguno,,,45083,no,no,si,no,,no,1,,4,3,si,si,no,no,1.2,1,0,0,3,6,1,1,0,0,0,,1,2,1,chat
U1501,Transporte Ramírez,Pyme,México,Starter,19,2022-07-26,2024-01-17,activo,tarjeta,,,,,,,,44768,si,si,si,si,10,no,27,35,13,2,no,no,si,si,4.1,1,0,0,5,8,0,0,0,0,0,,1,1,0,chat
U1502,Asesoría Rodríguez & Asociados,Contador,México,Pro,49,2023-10-30,2024-02-19,activo,tarjeta,,,,,,,,45229,si,no,si,si,2,no,35,54,14,4,si,no,no,si,6.2,2,0,0,3.5,9.5,0,0,0,0,0,,1,2,0,chat
U1503,Farmacia Pérez Plus,Pyme,Colombia,Pro,49,2022-07-30,2024-02-06,activo,transferencia,,,,,,,,44772,si,si,si,si,9,si,26,48,7,2,si,no,si,si,6.5,1,0,0,5,21,1,0,0,2,1,2,1,4,1,telefono
U1504,Panadería Jiménez,Pyme,México,Growth,35,2022-08-24,2024-02-26,activo,PSE,,,,,,,,44797,si,no,si,si,2,no,31,46,10,2,no,no,si,si,1.9,1,0,0,4,20,0,0,0,1,0,3,1,2,0,chat
U1505,Transporte Morales S.R.L.,Pyme,República Dominicana,Pro,49,2022-07-31,2024-02-16,activo,tarjeta,,,,,,,,44773,si,si,si,si,7,no,33,44,4,2,no,si,no,si,6.9,2,0,0,4.5,14.5,1,0,0,0,0,,1,3,0,chat
U1506,Ramos Martínez & Partners,Contador,Panamá,Pro,49,2023-09-04,2024-02-12,activo,PSE,,,,,,,,45173,si,no,si,si,4,si,26,52,15,5,si,no,no,si,3.7,3,1,0,3.333333333,14,1,1,0,0,0,,1,4,1,chat
U1507,Farmacia Morales,Pyme,Colombia,Starter,19,2022-02-21,2023-11-10,inactivo,OXXO,,,,,,,,44613,si,no,si,si,4,no,12,21,0,2,no,si,no,no,1,1,0,0,3,21,0,0,0,0,0,,1,1,0,chat
U1508,Transporte Martínez,Pyme,Colombia,Starter,19,2022-08-09,2024-01-28,activo,transferencia,,,,,,,,44782,si,si,si,si,4,no,32,74,13,2,no,no,si,si,6,2,0,0,3.5,17,0,0,0,0,0,,1,2,0,chat
U1509,Medina Pérez & Asociados,Contador,Colombia,Starter,19,2022-05-03,2024-01-17,activo,tarjeta,,,,,,,,44684,si,si,si,si,7,no,4,8,15,2,no,no,si,si,6.9,0,0,0,,,0,0,0,2,0,4,1,2,0,telefono
U1510,Estudio Sánchez Auditoría,Contador,Costa Rica,Pro,49,2022-02-01,2023-07-15,suspendido,tarjeta,2023-04-26,voluntario,funcionalidades_insuficientes,interfaz_compleja,Alegra_competidor_B,4,muy caro para lo que ofrece comparado con la competencia,44593,si,si,si,si,10,no,8,,3,5,no,no,si,si,1.1,1,1,0,1,16,0,0,0,0,0,,1,1,1,chat
U1511,García Hernández Consultores,Contador,México,Pro,49,2022-10-04,2024-02-06,activo,tarjeta,,,,,,,,44838,si,si,si,si,1,si,17,36,4,2,no,no,no,si,3.1,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U1512,Ferretería Medina & Cía,Pyme,Costa Rica,Starter,19,2023-05-25,2024-01-30,activo,tarjeta,,,,,,,,45071,si,si,si,si,2,no,25,44,,2,no,no,si,si,6.1,1,0,0,4,23,0,0,0,1,1,,1,2,1,chat
U1513,Ferretería Ramírez & Hijos,Pyme,República Dominicana,Starter,19,2022-10-16,2024-01-13,activo,PSE,,,,,,,,44850,si,si,si,si,5,no,23,44,14,2,no,no,no,si,3.2,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U1514,Clínica Vargas Express,Pyme,México,Starter,19,2023-10-28,2024-02-06,activo,PSE,,,,,,,,45227,si,si,no,si,4,no,28,46,15,1,no,si,si,si,1.7,3,0,0,4,10,0,0,0,0,0,,1,3,0,chat
U1515,Vargas Ortiz & Partners,Contador,Costa Rica,Pro,49,2022-10-21,2024-02-08,activo,tarjeta,,,,,,,,44855,si,si,no,si,2,si,5,9,13,1,si,no,si,si,3.2,1,0,0,5,13,2,1,1,0,0,,1,3,1,whatsapp
U1516,Transporte Cruz,Pyme,Costa Rica,Starter,19,2023-07-19,2024-01-21,activo,transferencia,,,,,,,,45126,si,si,si,si,3,no,33,77,10,1,no,no,si,si,5.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1517,Boutique Vargas,Pyme,México,Starter,19,2022-10-27,2024-02-13,activo,transferencia,,,,,,,,44861,si,no,si,si,8,no,18,22,13,1,no,si,si,si,4.4,2,0,0,3.5,19.5,1,1,0,0,0,,1,3,1,chat
U1518,Salinas Vargas Contadores,Contador,Colombia,Growth,35,2022-05-21,2024-01-23,activo,transferencia,,,,,,,,44702,no,si,si,no,,no,1,4,3,1,no,no,no,si,3.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1519,Comidas Rápidas González S.R.L.,Pyme,Colombia,Growth,35,2023-10-03,2024-01-22,activo,tarjeta,,,,,,,,45202,si,si,si,si,8,no,33,56,11,2,no,si,si,si,5.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1520,Distribuidora Jiménez S.R.L.,Pyme,República Dominicana,Starter,19,2023-12-11,2024-02-22,activo,tarjeta,,,,,,,,45271,si,no,no,si,8,no,33,78,4,1,no,no,no,si,5.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1521,Importadora Flores,Pyme,Colombia,Pro,49,2023-11-12,2023-04-27,cancelado,transferencia,2023-05-28,voluntario,no_vio_valor,,Contpaqi,3,mis clientes usan otro sistema y quería compatibilidad,45242,si,no,si,si,17,no,3,,2,5,no,no,no,no,0,1,1,1,1,5,1,1,1,0,0,,1,2,1,chat
U1522,Agropecuaria Díaz & Cía,Pyme,República Dominicana,Starter,19,2023-02-09,2024-02-22,activo,tarjeta,,,,,,,,44966,si,no,si,si,3,no,21,51,0,1,no,no,si,si,5.5,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U1523,Ramos García & Partners,Contador,Colombia,Pro,49,2023-04-10,2024-02-14,activo,PSE,,,,,,,,45026,si,si,si,si,7,si,36,75,13,1,no,no,si,si,5,1,0,0,4,19,1,1,1,1,0,5,1,3,1,chat
U1524,Hernández Pérez & Partners,Contador,México,Enterprise,89,2023-12-13,2023-05-04,cancelado,transferencia,2023-05-01,voluntario,cambio_de_negocio,,Contpaqi,6,,45273,si,no,si,si,1,si,10,,,1,si,no,no,no,0,0,0,0,,,2,2,1,0,0,,1,2,1,whatsapp
U1525,Vargas Martínez & Asociados,Contador,Ecuador,Growth,35,2022-01-17,2024-01-08,activo,tarjeta,,,,,,,,44578,si,si,no,si,8,no,4,7,1,2,no,no,no,si,5.8,0,0,0,,,0,0,0,1,1,4,1,1,1,telefono
U1526,Farmacia Flores,Pyme,Ecuador,Growth,35,2023-01-02,2024-01-01,activo,transferencia,,,,,,,,44928,si,si,si,si,9,no,5,12,7,2,no,no,no,si,3.1,2,1,1,2,13.5,1,0,0,0,0,,1,3,1,chat
U1527,Boutique López,Pyme,México,Growth,35,2023-05-05,2024-02-07,activo,tarjeta,,,,,,,,45051,no,no,si,no,,no,2,0,,1,no,no,no,si,5.7,2,0,0,3.5,15.5,0,0,0,0,0,,1,2,0,chat
U1528,Taller Medina del Norte,Pyme,Colombia,Growth,35,2023-01-28,2024-02-19,activo,tarjeta,,,,,,,,44954,si,si,si,si,5,no,29,50,7,1,no,si,si,si,2.9,0,0,0,,,0,0,0,1,0,4,1,1,0,telefono
U1529,Estudio Ortiz Fiscalistas,Contador,Costa Rica,Enterprise,89,2023-01-25,2024-02-01,activo,transferencia,,,,,,,,44951,si,si,si,si,1,no,38,88,13,2,si,no,no,si,1.6,0,0,0,,,0,0,0,1,0,4,1,1,0,telefono
U1530,Taller Flores,Pyme,Colombia,Growth,35,2024-01-03,2024-01-07,activo,tarjeta,,,,,,,,45294,si,no,si,si,10,no,40,74,14,2,no,si,si,si,4.3,1,0,0,4,9,1,1,0,1,0,1,1,3,1,chat
U1531,Estudio García Contadores,Contador,Colombia,Growth,35,2023-12-22,2023-10-26,inactivo,transferencia,,,,,,,,45282,no,no,no,no,,no,2,0,1,1,no,no,si,no,0.6,1,1,1,2,8,1,0,0,0,0,,1,2,1,chat
U1532,Farmacia Medina,Pyme,Panamá,Pro,49,2023-06-03,2024-02-02,activo,tarjeta,,,,,,,,45080,no,no,no,si,7,no,19,46,12,3,no,no,si,si,2.7,1,0,0,4,13,0,0,0,0,0,,1,1,0,chat
U1533,Medina Morales Fiscalistas,Contador,Costa Rica,Starter,19,2023-08-23,2024-02-03,activo,tarjeta,,,,,,,,45161,no,si,si,no,,no,0,1,11,2,no,no,si,si,3.5,1,0,0,3,10,0,0,0,0,0,,1,1,0,chat
U1534,Estudio Pérez Auditoría,Contador,Colombia,Pro,49,2023-03-13,2024-01-10,activo,OXXO,,,,,,,,44998,si,si,si,si,10,si,10,18,7,1,si,no,si,si,2,0,0,0,,,0,0,0,1,1,3,1,1,1,telefono
U1535,Panadería Flores S.R.L.,Pyme,Colombia,Pro,49,2023-11-01,2023-06-12,suspendido,tarjeta,,,,,,,,45231,no,si,no,no,,si,1,2,,4,no,si,no,no,0.4,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U1536,Asesoría Hernández Contadores,Contador,Colombia,Pro,49,2023-12-19,2023-03-01,cancelado,tarjeta,,,,,,,,45279,no,si,si,no,,no,2,3,4,3,no,no,no,si,0,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1537,García Jiménez Contadores,Contador,México,Starter,19,2023-05-24,2024-02-14,activo,tarjeta,,,,,,,,45070,no,no,si,no,,no,0,2,15,1,no,no,no,si,2.5,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U1538,Distribuidora Martínez,Pyme,México,Growth,35,2022-02-04,2024-02-05,activo,transferencia,,,,,,,,44596,si,no,si,si,7,no,23,50,9,2,no,si,no,si,5.9,2,0,0,4,17,0,0,0,1,0,5,1,3,0,chat
U1539,Contabilidad González & Asociados,Contador,Costa Rica,Pro,49,2023-06-04,2024-01-11,suspendido,tarjeta,,,,,,,,45081,no,no,no,si,9,no,5,9,0,2,no,no,no,no,0.2,0,0,0,,,0,0,0,1,0,,1,1,0,telefono
U1540,Importadora González S.A.,Pyme,Costa Rica,Growth,35,2023-07-14,2024-01-17,activo,tarjeta,,,,,,,,45121,si,si,si,si,3,no,8,12,8,2,no,no,si,si,4.7,2,0,0,3,7,1,1,1,1,1,2,1,4,1,chat
U1541,Ferretería Jiménez S.A.,Pyme,Colombia,Starter,19,2022-05-17,2024-01-26,activo,tarjeta,,,,,,,,44698,si,si,si,si,6,no,12,28,,2,no,si,si,si,1.8,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U1542,Importadora Pérez,Pyme,Colombia,Growth,35,2022-11-07,2023-08-02,suspendido,PSE,,,,,,,,44872,si,no,no,si,6,no,3,5,,2,no,no,no,no,0.4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1543,Importadora Martínez,Pyme,México,Starter,19,2023-02-02,2024-02-10,activo,tarjeta,,,,,,,,44959,si,si,si,si,4,no,12,21,5,1,no,no,si,si,4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1544,Panadería Cruz del Norte,Pyme,México,Pro,49,2022-03-11,2024-01-05,activo,transferencia,,,,,,,,44631,si,si,si,si,10,si,35,78,3,3,si,no,si,si,5.4,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U1545,Contabilidad Pérez Contadores,Contador,República Dominicana,Pro,49,2023-03-19,2024-01-21,activo,transferencia,,,,,,,,45004,si,si,no,si,10,no,15,33,6,3,no,no,si,si,6.9,1,0,0,3,3,0,0,0,0,0,,1,1,0,chat
U1546,López Jiménez Auditoría,Contador,México,Pro,49,2022-08-19,2024-01-09,activo,tarjeta,,,,,,,,44792,si,si,si,si,9,no,3,7,10,6,no,no,si,si,4.3,3,1,0,3.666666667,14,0,0,0,1,0,,1,4,1,chat
U1547,Pérez Rojas & Asociados,Contador,República Dominicana,Growth,35,2023-09-06,2024-02-01,activo,transferencia,,,,,,,,45175,si,no,no,si,2,no,16,37,15,1,no,no,no,si,3.2,1,0,0,4,20,0,0,0,0,0,,1,1,0,chat
U1548,Clínica Ramírez,Pyme,México,Growth,35,2022-05-30,2024-01-03,activo,tarjeta,,,,,,,,44711,si,si,si,si,4,no,15,20,10,1,no,no,no,si,3.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1549,Salinas Jiménez Auditoría,Contador,Panamá,Growth,35,2023-07-03,2024-02-28,activo,tarjeta,,,,,,,,45110,si,no,si,si,3,no,37,47,3,1,no,no,si,si,6.1,3,0,0,4.333333333,13.33333333,0,0,0,0,0,,1,3,0,chat
U1550,Supermercado Medina,Pyme,Panamá,Growth,35,2023-12-13,2024-02-13,activo,transferencia,,,,,,,,45273,si,si,si,si,4,no,7,9,8,1,no,si,si,si,2,0,0,0,,,2,1,1,0,0,,1,2,1,whatsapp
U1551,Supermercado Ramírez Plus,Pyme,Costa Rica,Enterprise,89,2023-06-30,2024-02-10,activo,tarjeta,,,,,,,,45107,si,si,no,si,6,si,8,10,12,1,no,si,no,si,3.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1552,Panadería Flores Express,Pyme,México,Starter,19,2022-11-28,2023-08-29,suspendido,OXXO,,,,,,,,44893,no,no,si,no,,no,2,1,1,2,no,si,no,no,1.4,2,1,1,2,21.5,0,0,0,0,0,,1,2,1,chat
U1553,Importadora Torres,Pyme,México,Growth,35,2022-07-12,2024-02-26,activo,transferencia,,,,,,,,44754,si,si,si,si,3,no,30,74,3,1,no,no,si,si,2.2,2,0,0,3.5,24,0,0,0,0,0,,1,2,0,chat
U1554,Estudio Torres Contadores,Contador,Costa Rica,Pro,49,2022-07-29,2024-01-27,inactivo,tarjeta,,,,,,,,44771,no,no,no,no,,si,2,3,0,6,no,no,no,no,1.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1555,Transporte Sánchez,Pyme,México,Growth,35,2022-12-12,2024-02-11,activo,PSE,,,,,,,,44907,si,si,si,si,7,no,36,62,,1,no,no,no,si,3.7,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U1556,Estudio Reyes & Partners,Contador,Ecuador,Pro,49,2022-12-16,2024-02-08,activo,tarjeta,,,,,,,,44911,si,si,no,si,5,no,17,31,,6,si,no,no,si,3,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U1557,Hernández Jiménez & Partners,Contador,Colombia,Growth,35,2022-09-18,2023-10-19,suspendido,transferencia,,,,,,,,44822,no,no,si,no,,no,0,0,0,2,no,no,no,si,0.8,4,0,0,3.5,18,0,0,0,0,0,,1,4,0,chat
U1558,Clínica Reyes,Pyme,Colombia,Enterprise,89,2023-10-06,2023-11-01,cancelado,tarjeta,,,,,,,,45205,si,si,si,si,16,no,8,19,3,6,no,no,no,no,0,2,1,0,3,6,1,1,0,0,0,,1,3,1,chat
U1559,Constructora Vargas,Pyme,Colombia,Pro,49,2022-02-25,2024-01-05,activo,tarjeta,,,,,,,,44617,si,si,si,si,3,si,16,23,14,2,si,no,no,si,3.1,1,0,0,5,17,0,0,0,0,0,,1,1,0,chat
U1560,Contabilidad Rodríguez Fiscalistas,Contador,Panamá,Pro,49,2022-07-29,2024-02-12,activo,transferencia,,,,,,,,44771,si,si,si,si,5,si,26,41,2,4,si,no,si,si,3,1,0,0,4,20,0,0,0,1,0,4,1,2,0,chat
U1561,López Ramírez & Partners,Contador,Costa Rica,Growth,35,2022-09-04,2024-02-09,activo,transferencia,,,,,,,,44808,si,no,si,si,10,no,14,30,8,1,no,no,si,si,6.9,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1562,Comidas Rápidas Reyes,Pyme,Colombia,Starter,19,2023-08-22,2024-01-15,activo,tarjeta,,,,,,,,45160,si,no,si,si,6,no,26,53,8,2,no,no,si,si,3.5,0,0,0,,,0,0,0,2,1,4,1,2,1,telefono
U1563,Estudio Rodríguez Consultores,Contador,Ecuador,Starter,19,2023-09-21,2023-05-19,cancelado,PSE,,,,,,,,45190,no,si,si,no,,no,2,4,0,1,no,no,no,no,0,3,0,0,3.666666667,12,1,0,0,0,0,,1,4,0,chat
U1564,Ramos Torres Auditoría,Contador,Colombia,Pro,49,2022-06-19,2023-08-11,suspendido,tarjeta,2023-11-28,involuntario,transferencia_rechazada,,ninguno,,,44731,no,no,no,no,,no,1,1,0,3,si,no,no,no,0.3,1,1,0,1,4,0,0,0,0,0,,1,1,1,chat
U1565,Taller Morales,Pyme,México,Starter,19,2022-08-07,2024-02-24,activo,tarjeta,,,,,,,,44780,no,si,no,no,,no,0,1,10,2,no,no,no,si,6.8,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1566,Medina Ortiz Auditoría,Contador,México,Pro,49,2023-01-25,2024-02-18,activo,tarjeta,,,,,,,,44951,no,si,no,si,5,no,27,46,7,4,no,no,no,si,4.5,0,0,0,,,2,0,0,0,0,,1,2,0,whatsapp
U1567,Jiménez Pérez Fiscalistas,Contador,México,Growth,35,2023-05-27,2024-01-25,activo,PSE,,,,,,,,45073,si,no,no,si,2,no,31,42,9,2,no,no,no,si,5.7,1,0,0,3,11,1,1,1,0,0,,1,2,1,chat
U1568,Panadería Flores,Pyme,Colombia,Pro,49,2023-12-01,2024-02-20,activo,tarjeta,,,,,,,,45261,si,si,si,si,9,no,3,4,10,4,si,no,si,si,5.9,1,0,0,4,10,0,0,0,0,0,,1,1,0,chat
U1569,Supermercado Medina,Pyme,Costa Rica,Pro,49,2023-01-24,2024-01-31,activo,OXXO,,,,,,,,44950,si,si,si,si,8,si,18,30,,6,si,no,no,si,6.6,3,0,0,4.333333333,9,1,1,1,1,0,2,1,5,1,chat
U1570,Salinas Cruz Contadores,Contador,México,Pro,49,2023-02-03,2024-01-24,activo,tarjeta,,,,,,,,44960,si,si,si,si,2,no,29,47,,3,no,no,si,si,3.5,1,0,0,4,18,0,0,0,0,0,,1,1,0,chat
U1571,Farmacia Ortiz,Pyme,México,Growth,35,2022-12-23,2024-01-24,activo,PSE,,,,,,,,44918,si,si,no,si,5,no,40,50,,2,no,no,no,si,4.2,1,0,0,3,15,0,0,0,0,0,,1,1,0,chat
U1572,Transporte López S.A.,Pyme,México,Growth,35,2023-06-28,2023-09-10,inactivo,OXXO,,,,,,,,45105,si,si,si,si,16,no,8,11,0,2,no,si,no,si,1.3,3,0,0,5,5.666666667,0,0,0,0,0,,1,3,0,chat
U1573,Hernández Morales Consultores,Contador,Colombia,Pro,49,2023-07-21,2024-01-06,activo,tarjeta,,,,,,,,45128,si,si,no,si,9,si,9,16,3,1,no,no,no,si,5.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1574,Distribuidora Sánchez S.R.L.,Pyme,Panamá,Starter,19,2022-07-10,2024-01-20,activo,tarjeta,,,,,,,,44752,no,si,si,si,6,no,22,54,14,1,no,no,si,si,4.1,1,1,0,3,11,0,0,0,0,0,,1,1,1,chat
U1575,Repuestos González,Pyme,Costa Rica,Pro,49,2022-06-30,2024-01-31,activo,OXXO,,,,,,,,44742,si,si,no,si,1,si,28,55,9,3,si,no,si,si,6,1,0,0,4,8,0,0,0,0,0,,1,1,0,chat
U1576,Asesoría Vargas & Asociados,Contador,Colombia,Pro,49,2022-03-10,2024-01-18,activo,PSE,,,,,,,,44630,si,no,no,si,2,si,28,66,2,4,no,no,si,si,1.7,2,0,0,4,10,0,0,0,0,0,,1,2,0,chat
U1577,López García Fiscalistas,Contador,México,Growth,35,2022-07-03,2024-02-29,activo,tarjeta,,,,,,,,44745,no,no,si,si,2,no,36,73,2,1,no,no,si,si,6.8,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1578,Asesoría González & Asociados,Contador,República Dominicana,Pro,49,2022-01-22,2024-02-27,activo,tarjeta,,,,,,,,44583,si,si,si,si,7,no,4,5,2,6,si,no,si,si,3.1,0,0,0,,,0,0,0,1,0,3,1,1,0,telefono
U1579,Boutique Sánchez,Pyme,República Dominicana,Starter,19,2023-09-16,2024-01-25,inactivo,transferencia,,,,,,,,45185,no,no,no,no,,no,1,4,1,1,no,no,si,no,1.2,3,1,1,3.666666667,11.66666667,0,0,0,0,0,,1,3,1,chat
U1580,Asesoría García Fiscalistas,Contador,Costa Rica,Growth,35,2023-09-13,2024-01-05,activo,OXXO,,,,,,,,45182,si,si,si,si,2,no,10,15,15,2,no,no,si,si,6.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1581,Constructora Morales S.R.L.,Pyme,República Dominicana,Growth,35,2023-02-09,2024-02-16,activo,tarjeta,,,,,,,,44966,no,si,si,si,1,no,30,71,9,1,no,si,si,si,4.3,2,0,0,4,12,0,0,0,0,0,,1,2,0,chat
U1582,Tienda Jiménez & Hijos,Pyme,México,Growth,35,2023-02-19,2024-02-03,activo,OXXO,,,,,,,,44976,si,no,si,si,10,no,25,33,10,1,no,no,si,si,3.7,1,0,0,5,24,0,0,0,0,0,,1,1,0,chat
U1583,Pérez Reyes Auditoría,Contador,Colombia,Pro,49,2023-01-12,2023-09-30,inactivo,transferencia,,,,,,,,44938,no,si,no,no,,no,0,0,3,3,no,no,no,no,1.2,1,0,0,4,24,1,1,1,0,0,,1,2,1,chat
U1584,Tienda Morales Plus,Pyme,Colombia,Growth,35,2022-01-17,2024-02-19,activo,transferencia,,,,,,,,44578,si,si,no,si,4,no,33,82,3,2,no,si,si,si,5.8,3,1,0,3,18.66666667,0,0,0,0,0,,1,3,1,chat
U1585,Medina Morales Fiscalistas,Contador,Colombia,Pro,49,2023-02-10,2024-01-02,activo,PSE,,,,,,,,44967,si,si,no,si,8,si,5,10,13,6,si,no,si,si,3.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1586,Panadería Hernández S.A.,Pyme,México,Growth,35,2022-07-29,2024-01-27,activo,OXXO,,,,,,,,44771,no,si,si,no,,no,1,0,10,2,no,si,si,si,6.1,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1587,Transporte Jiménez S.A.,Pyme,Colombia,Growth,35,2023-01-31,2023-06-20,suspendido,transferencia,,,,,,,,44957,no,no,no,no,,no,2,4,3,2,no,no,no,no,0.6,1,0,0,4,2,1,0,0,1,0,5,1,3,0,chat
U1588,Asesoría García & Asociados,Contador,Panamá,Pro,49,2022-12-27,2024-01-20,activo,OXXO,,,,,,,,44922,si,si,si,si,8,si,23,29,0,2,no,no,no,si,5.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1589,Ferretería Morales,Pyme,Costa Rica,Starter,19,2022-01-26,2024-02-10,activo,tarjeta,,,,,,,,44587,si,si,si,si,8,no,20,41,11,1,no,no,si,si,6.7,2,0,0,4.5,9.5,0,0,0,0,0,,1,2,0,chat
U1590,Estudio Morales Auditoría,Contador,México,Pro,49,2022-10-19,2024-02-21,activo,tarjeta,,,,,,,,44853,no,si,si,si,2,si,31,67,12,1,no,no,no,si,6.3,1,1,1,3,7,1,0,1,0,0,,1,2,1,chat
U1591,Tienda Reyes,Pyme,México,Growth,35,2023-07-16,2024-02-06,activo,tarjeta,,,,,,,,45123,si,si,si,si,7,no,9,12,11,1,no,si,si,si,6.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1592,Jiménez Reyes Fiscalistas,Contador,Costa Rica,Pro,49,2022-05-28,2024-02-28,activo,tarjeta,,,,,,,,44709,si,si,si,si,8,si,4,7,1,2,no,no,no,si,6.8,2,0,0,4.5,18,0,0,0,0,0,,1,2,0,chat
U1593,Importadora Hernández,Pyme,Colombia,Starter,19,2022-05-17,2024-02-06,activo,tarjeta,,,,,,,,44698,si,si,si,si,10,no,11,26,4,1,no,no,si,si,2.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1594,Boutique Martínez,Pyme,Ecuador,Starter,19,2022-03-09,2024-01-03,activo,tarjeta,,,,,,,,44629,si,si,si,si,4,no,36,83,13,1,no,si,si,si,6.8,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U1595,Morales Rojas Contadores,Contador,Colombia,Pro,49,2022-04-27,2024-01-30,activo,PSE,,,,,,,,44678,si,no,si,si,8,si,34,49,6,4,no,no,si,si,2.9,1,0,0,3,23,0,0,0,0,0,,1,1,0,chat
U1596,Vargas Flores Contadores,Contador,Panamá,Enterprise,89,2022-09-22,2024-02-05,activo,PSE,,,,,,,,44826,si,no,si,si,3,no,19,27,14,4,no,no,si,si,4.3,1,1,0,1,9,0,0,0,0,0,,1,1,1,chat
U1597,Jiménez Sánchez Consultores,Contador,México,Pro,49,2024-01-04,2024-02-13,activo,tarjeta,,,,,,,,45295,no,si,si,si,6,si,11,23,10,6,si,no,no,si,5.7,1,1,0,2,14,0,0,0,0,0,,1,1,1,chat
U1598,Contabilidad Medina Fiscalistas,Contador,México,Growth,35,2023-06-06,2024-02-16,activo,OXXO,,,,,,,,45083,si,si,si,si,9,no,34,63,7,1,no,no,si,si,4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U1599,Ramos Morales Consultores,Contador,Colombia,Pro,49,2023-07-23,2024-02-20,activo,tarjeta,,,,,,,,45130,si,no,si,si,2,si,7,10,,3,no,no,si,si,5,1,0,0,5,4,3,0,0,0,0,,1,4,0,whatsapp
U1600,Hernández Martínez Consultores,Contador,Costa Rica,Pro,49,2023-02-27,2024-01-27,activo,transferencia,,,,,,,,44984,si,no,no,si,8,si,26,63,1,3,no,no,si,si,6.8,1,0,0,4,7,1,1,0,0,0,,1,2,1,chat
