user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,user_id,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,user_id,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana
U1655,Importadora García,Pyme,Colombia,Growth,35,2022-10-22,2024-01-18,activo,tarjeta,,,,,,,,,U1655,44856,si,si,si,si,9,no,39,89,2,2,no,no,si,si,4.1
U1656,Vargas Ramírez Auditoría,Contador,Colombia,Pro,49,2022-11-07,2024-01-29,activo,tarjeta,,,,,,,,,U1656,44872,si,si,si,si,2,no,4,7,5,5,si,no,si,si,2.5
U1657,Pérez Sánchez & Partners,Contador,Colombia,Pro,49,2023-03-25,2023-07-31,suspendido,transferencia,U1657,2023-05-28,voluntario,no_vio_valor,interfaz_compleja,Alegra_competidor_B,2,,U1657,45010,si,no,no,si,8,no,11,13,0,6,si,no,no,no,0.2
U1658,Farmacia Jiménez & Cía,Pyme,Ecuador,Starter,19,2024-01-09,2024-01-17,activo,transferencia,,,,,,,,,U1658,45300,si,si,si,si,4,no,32,41,5,2,no,no,no,si,4.9
U1659,Panadería Vargas S.R.L.,Pyme,Colombia,Enterprise,89,2022-04-20,2024-01-19,activo,tarjeta,,,,,,,,,U1659,44671,si,si,no,si,10,no,16,38,,1,si,no,si,si,3.9
U1660,Contabilidad Flores Contadores,Contador,México,Growth,35,2023-05-24,2023-01-02,cancelado,tarjeta,,,,,,,,,U1660,45070,no,si,si,no,,no,2,0,0,2,no,no,no,no,0
U1661,García Cruz Fiscalistas,Contador,México,Growth,35,2023-05-08,2024-01-07,activo,transferencia,,,,,,,,,U1661,45054,si,si,no,si,8,no,17,21,3,2,no,no,no,si,2.7
U1662,Morales Rodríguez Auditoría,Contador,Colombia,Growth,35,2023-02-16,2024-02-08,activo,transferencia,,,,,,,,,U1662,44973,si,si,si,si,1,no,8,18,,2,no,no,si,si,3.8
U1663,Panadería Vargas,Pyme,Colombia,Starter,19,2022-02-16,2023-12-01,inactivo,tarjeta,,,,,,,,,U1663,44608,no,si,si,no,,no,0,5,,1,no,no,no,no,0.5
U1664,Clínica López,Pyme,Ecuador,Starter,19,2022-03-20,2024-02-27,activo,tarjeta,,,,,,,,,U1664,44640,si,si,si,si,3,no,23,53,8,1,no,si,si,si,2
U1665,Tienda Sánchez & Hijos,Pyme,Ecuador,Starter,19,2023-11-29,2023-10-08,cancelado,tarjeta,U1665,2024-01-06,voluntario,soporte_deficiente,funcionalidades_insuficientes,ninguno,4,,U1665,45259,si,si,no,si,2,no,7,9,2,1,no,si,no,no,0
U1666,Repuestos Morales S.A.,Pyme,Colombia,Starter,19,2023-08-25,2024-01-18,activo,transferencia,,,,,,,,,U1666,45163,si,si,si,si,1,no,12,22,6,2,no,si,si,si,4.2
U1667,Importadora Sánchez,Pyme,Colombia,Starter,19,2022-09-14,2024-01-16,inactivo,transferencia,,,,,,,,,U1667,44818,no,no,no,si,17,no,8,14,2,1,no,si,no,no,1.3
U1668,Vargas Pérez Auditoría,Contador,México,Pro,49,2023-12-14,2024-02-29,activo,PSE,,,,,,,,,U1668,45274,si,si,si,si,9,si,10,22,15,3,si,no,si,si,2.4
U1669,Medina Díaz Auditoría,Contador,Colombia,Pro,49,2022-08-23,2023-09-18,suspendido,transferencia,U1669,2023-09-21,voluntario,funcionalidades_insuficientes,precio_alto,ninguno,,,U1669,44796,si,no,no,si,18,no,4,7,,1,no,no,no,si,0.6
U1670,Tienda González,Pyme,Colombia,Growth,35,2023-10-05,2024-02-12,activo,tarjeta,,,,,,,,,U1670,45204,si,si,si,si,9,no,27,62,10,2,no,no,no,si,6.5
U1671,Boutique Sánchez S.A.,Pyme,Colombia,Pro,49,2022-07-22,2024-01-30,activo,tarjeta,,,,,,,,,U1671,44764,si,si,no,si,5,si,28,52,0,1,si,si,no,si,6
U1672,Supermercado Cruz,Pyme,Panamá,Starter,19,2023-10-05,2024-02-18,activo,tarjeta,,,,,,,,,U1672,45204,si,si,si,si,3,no,29,54,,1,no,no,si,si,4.6
U1673,Supermercado Cruz,Pyme,Panamá,Growth,35,2022-01-08,2024-01-03,activo,tarjeta,,,,,,,,,U1673,44569,si,si,si,si,1,no,31,77,2,1,no,no,si,si,6.5
U1674,Hernández Jiménez Contadores,Contador,Colombia,Growth,35,2022-04-22,2024-02-14,activo,PSE,,,,,,,,,U1674,44673,si,si,si,si,4,no,32,55,3,2,no,no,no,si,6.3
U1675,Tienda Rojas S.R.L.,Pyme,Costa Rica,Pro,49,2023-08-29,2023-08-24,suspendido,PSE,,,,,,,,,U1675,45167,si,no,no,si,16,no,4,8,3,1,si,no,no,si,1.4
U1676,Repuestos García,Pyme,México,Starter,19,2023-04-01,2024-01-17,activo,transferencia,,,,,,,,,U1676,45017,si,no,si,si,6,no,26,47,3,2,no,si,si,si,1.8
U1677,Ferretería Sánchez S.R.L.,Pyme,República Dominicana,Growth,35,2022-04-04,2023-11-25,suspendido,tarjeta,,,,,,,,,U1677,44655,no,no,no,no,,no,0,4,1,1,no,no,no,no,1.2
U1678,Contabilidad Jiménez Consultores,Contador,Colombia,Pro,49,2023-10-28,2024-02-17,activo,PSE,,,,,,,,,U1678,45227,no,no,si,no,,si,2,1,6,4,si,no,no,si,5.3
U1679,Distribuidora Sánchez S.A.,Pyme,Colombia,Starter,19,2022-02-21,2024-02-08,activo,tarjeta,,,,,,,,,U1679,44613,si,si,no,si,1,no,25,49,8,2,no,si,si,si,4.7
U1680,Clínica Ortiz & Hijos,Pyme,México,Starter,19,2022-12-07,2024-02-22,activo,tarjeta,,,,,,,,,U1680,44902,si,si,si,si,2,no,14,29,5,2,no,si,no,si,2.7
U1681,Clínica Vargas,Pyme,República Dominicana,Growth,35,2022-04-02,2024-02-09,activo,tarjeta,,,,,,,,,U1681,44653,no,no,si,si,6,no,34,77,1,2,no,si,no,si,1.8
U1682,Contabilidad García Contadores,Contador,México,Pro,49,2022-12-12,2024-02-18,activo,tarjeta,,,,,,,,,U1682,44907,si,si,si,si,4,si,24,48,3,4,no,no,si,si,1.9
U1683,Boutique Rodríguez,Pyme,Colombia,Pro,49,2023-10-15,2024-01-06,activo,transferencia,,,,,,,,,U1683,45214,si,no,si,si,6,si,28,67,6,1,no,no,si,si,3.6
U1684,Asesoría Díaz Fiscalistas,Contador,Costa Rica,Starter,19,2023-10-08,2024-02-08,activo,tarjeta,,,,,,,,,U1684,45207,si,si,si,si,10,no,12,17,8,1,no,no,si,si,3
U1685,Distribuidora Vargas S.R.L.,Pyme,Colombia,Pro,49,2023-10-24,2024-01-19,activo,tarjeta,,,,,,,,,U1685,45223,si,si,si,si,4,si,38,70,3,5,si,si,no,si,2.1
U1686,Hernández Jiménez & Partners,Contador,México,Growth,35,2023-06-19,2023-07-15,suspendido,PSE,,,,,,,,,U1686,45096,no,no,no,si,18,no,7,13,1,1,no,no,si,si,0.5
U1687,Contabilidad García Contadores,Contador,Colombia,Pro,49,2023-06-04,2024-01-02,activo,tarjeta,,,,,,,,,U1687,45081,no,si,si,no,,si,2,4,15,4,no,no,si,si,5.3
U1688,Constructora Hernández,Pyme,Colombia,Starter,19,2022-12-16,2024-02-16,activo,tarjeta,,,,,,,,,U1688,44911,si,si,no,si,5,no,32,75,1,2,no,si,si,si,1.8
U1689,Ferretería Díaz,Pyme,Colombia,Starter,19,2022-10-03,2024-01-21,activo,tarjeta,,,,,,,,,U1689,44837,si,no,si,si,10,no,4,6,14,2,no,no,no,si,5.3
U1690,Clínica Pérez,Pyme,México,Growth,35,2023-07-20,2024-02-10,activo,tarjeta,,,,,,,,,U1690,45127,si,si,si,si,1,no,10,24,10,2,no,no,no,si,4.5
U1691,López Jiménez Consultores,Contador,México,Pro,49,2022-12-30,2023-09-05,inactivo,transferencia,,,,,,,,,U1691,44925,si,no,no,si,10,no,5,9,4,1,no,no,no,no,0.1
U1692,Constructora Jiménez del Norte,Pyme,Colombia,Pro,49,2022-05-06,2023-10-14,suspendido,tarjeta,,,,,,,,,U1692,44687,si,si,no,si,11,si,3,4,2,4,no,si,no,no,1.2
U1693,Medina Sánchez & Partners,Contador,Colombia,Enterprise,89,2022-07-01,2024-01-31,activo,tarjeta,,,,,,,,,U1693,44743,si,no,si,si,4,si,10,23,,1,no,no,no,si,3.1
U1694,Supermercado Martínez,Pyme,Costa Rica,Starter,19,2023-10-26,2024-01-18,activo,tarjeta,,,,,,,,,U1694,45225,no,si,si,si,5,no,5,12,,2,no,si,si,si,2.7
U1695,Farmacia Cruz,Pyme,Costa Rica,Growth,35,2023-06-19,2024-02-12,activo,transferencia,,,,,,,,,U1695,45096,si,no,si,si,10,no,12,27,12,2,no,no,si,si,6.1
U1696,Clínica Pérez,Pyme,Panamá,Pro,49,2022-05-14,2024-02-16,activo,PSE,,,,,,,,,U1696,44695,si,si,no,si,6,no,16,32,12,3,no,no,no,si,1.9
U1697,Ávila Reyes Consultores,Contador,Colombia,Pro,49,2022-02-11,2023-11-14,inactivo,OXXO,,,,,,,,,U1697,44603,no,si,no,no,,no,1,4,0,3,no,no,si,no,1.4
U1698,Supermercado Díaz,Pyme,República Dominicana,Pro,49,2022-02-13,2024-02-20,activo,tarjeta,,,,,,,,,U1698,44605,si,si,si,si,5,no,30,50,,3,si,si,si,si,4.8
U1699,Pérez Ramírez Fiscalistas,Contador,Colombia,Enterprise,89,2022-01-24,2024-01-31,activo,tarjeta,,,,,,,,,U1699,44585,si,si,si,si,2,si,37,72,3,4,si,no,si,si,6.6
U1700,Panadería Vargas S.R.L.,Pyme,Ecuador,Growth,35,2022-01-24,2024-02-16,activo,tarjeta,,,,,,,,,U1700,44585,no,si,si,no,,no,1,1,7,1,no,no,no,si,2.4
U1701,Supermercado Flores,Pyme,Ecuador,Starter,19,2022-05-18,2024-02-23,activo,transferencia,,,,,,,,,U1701,44699,si,no,si,si,9,no,36,73,,2,no,no,no,si,1.6
U1702,López Díaz Consultores,Contador,Colombia,Enterprise,89,2022-09-02,2024-01-14,activo,tarjeta,,,,,,,,,U1702,44806,si,si,si,si,5,no,22,33,13,4,no,no,si,si,6
U1703,Asesoría Rodríguez & Asociados,Contador,Colombia,Growth,35,2023-12-27,2024-02-16,activo,tarjeta,,,,,,,,,U1703,45287,si,si,si,si,8,no,23,42,13,1,no,no,si,si,1.7
U1704,Panadería Sánchez & Cía,Pyme,México,Growth,35,2024-01-09,2023-06-13,suspendido,transferencia,,,,,,,,,U1704,45300,no,si,no,si,18,no,11,27,1,1,no,si,no,no,1.5
U1705,Pérez López Contadores,Contador,México,Growth,35,2023-10-22,2024-01-15,activo,tarjeta,,,,,,,,,U1705,45221,si,si,si,si,8,no,26,35,12,1,no,no,si,si,5.1
U1706,Distribuidora Morales Plus,Pyme,Colombia,Pro,49,2023-06-02,2024-01-21,activo,OXXO,,,,,,,,,U1706,45079,si,si,si,si,4,si,36,87,5,6,no,no,si,si,3.6
U1707,Ferretería García del Norte,Pyme,México,Pro,49,2022-01-09,2024-01-12,activo,tarjeta,,,,,,,,,U1707,44570,no,si,si,no,,si,2,0,5,1,no,si,si,si,4.5
U1708,Pérez Flores Auditoría,Contador,Colombia,Growth,35,2023-09-04,2024-01-01,activo,tarjeta,,,,,,,,,U1708,45173,si,si,si,si,7,no,37,82,14,1,no,no,si,si,2.1
U1709,Medina García & Partners,Contador,México,Pro,49,2023-09-03,2024-02-16,activo,PSE,,,,,,,,,U1709,45172,si,si,si,si,8,no,10,13,1,3,no,no,no,si,4.5
U1710,Jiménez Martínez & Asociados,Contador,México,Pro,49,2022-12-21,2024-01-04,activo,tarjeta,,,,,,,,,U1710,44916,si,si,si,si,9,si,38,74,8,5,no,no,no,si,6.5
U1711,Torres Ortiz Fiscalistas,Contador,Costa Rica,Pro,49,2022-04-22,2024-01-15,activo,tarjeta,,,,,,,,,U1711,44673,si,si,si,si,3,si,14,19,2,5,si,no,si,si,3.8
U1712,Ramos Rojas & Partners,Contador,México,Pro,49,2023-02-22,2024-02-22,activo,transferencia,,,,,,,,,U1712,44979,si,si,si,si,10,si,33,67,9,1,no,no,si,si,1.5
U1713,Repuestos López Plus,Pyme,Colombia,Growth,35,2022-12-10,2024-01-05,activo,tarjeta,,,,,,,,,U1713,44905,si,si,no,si,6,no,18,32,4,2,no,no,si,si,1.9
U1714,Morales Sánchez Auditoría,Contador,Colombia,Pro,49,2022-02-13,2023-09-06,inactivo,transferencia,,,,,,,,,U1714,44605,si,no,no,si,4,no,10,15,0,2,si,no,no,no,0.6
U1715,Asesoría Cruz & Asociados,Contador,México,Enterprise,89,2022-02-17,2024-01-07,activo,tarjeta,,,,,,,,,U1715,44609,si,si,si,si,5,si,19,29,3,5,no,no,no,si,5.9
U1716,Pérez Rojas & Asociados,Contador,Ecuador,Enterprise,89,2022-02-26,2024-01-14,activo,tarjeta,,,,,,,,,U1716,44618,si,si,si,si,7,no,36,58,0,4,no,no,si,si,3.7
U1717,Ramos Rodríguez Consultores,Contador,República Dominicana,Growth,35,2023-12-03,2024-01-21,activo,OXXO,,,,,,,,,U1717,45263,si,si,si,si,8,no,21,36,12,2,no,no,si,si,3.2
U1718,Pérez Medina & Asociados,Contador,Colombia,Growth,35,2022-02-23,2024-01-09,inactivo,transferencia,U1718,2023-04-06,involuntario,disputa_bancaria,,ninguno,,,U1718,44615,no,no,no,si,10,no,5,10,3,1,no,no,no,no,0.2
U1719,Constructora Ramírez,Pyme,República Dominicana,Growth,35,2023-07-29,2024-01-10,activo,transferencia,,,,,,,,,U1719,45136,si,no,si,si,8,no,20,25,,2,no,no,si,si,3.9
U1720,López Pérez Fiscalistas,Contador,Colombia,Growth,35,2023-07-22,2024-02-03,activo,OXXO,,,,,,,,,U1720,45129,si,no,si,si,9,no,36,53,7,1,no,no,si,si,5.2
U1721,Ferretería Pérez,Pyme,México,Growth,35,2023-07-18,2024-02-03,activo,tarjeta,,,,,,,,,U1721,45125,si,si,no,si,5,no,30,61,13,2,no,si,si,si,1.8
U1722,Agropecuaria López S.R.L.,Pyme,Costa Rica,Starter,19,2023-11-15,2024-02-14,activo,transferencia,,,,,,,,,U1722,45245,si,si,si,si,9,no,6,12,9,1,no,si,si,si,4.7
U1723,Boutique Ramírez & Hijos,Pyme,Colombia,Starter,19,2023-08-11,2024-01-02,activo,transferencia,,,,,,,,,U1723,45149,si,si,si,si,1,no,28,35,2,2,no,no,no,si,3.6
U1724,Clínica Torres & Cía,Pyme,México,Growth,35,2023-10-03,2024-02-09,activo,transferencia,,,,,,,,,U1724,45202,si,si,si,si,5,no,5,10,,1,no,no,si,si,5.2
U1725,Medina Jiménez Fiscalistas,Contador,México,Pro,49,2023-11-26,2024-02-24,activo,tarjeta,,,,,,,,,U1725,45256,si,si,si,si,4,no,9,16,8,2,si,no,si,si,5.5
U1726,Agropecuaria Rodríguez,Pyme,República Dominicana,Growth,35,2023-10-15,2023-05-08,cancelado,tarjeta,,,,,,,,,U1726,45214,si,no,no,si,1,no,8,11,1,2,no,si,si,no,0
U1727,Vargas Sánchez Fiscalistas,Contador,Panamá,Pro,49,2022-07-19,2023-04-08,cancelado,tarjeta,U1727,2023-07-04,voluntario,migro_a_competidor,integracion_faltante,Siigo,5,"cerré la empresa, no es problema de Alegra",U1727,44761,no,no,si,si,13,no,4,7,4,4,si,no,no,no,0
U1728,Jiménez García & Partners,Contador,República Dominicana,Pro,49,2023-08-01,2024-03-01,activo,tarjeta,,,,,,,,,U1728,45139,si,si,no,si,3,si,4,7,5,4,si,no,si,si,2.9
U1729,Tienda Pérez,Pyme,México,Starter,19,2023-03-04,2023-01-16,cancelado,transferencia,,,,,,,,,U1729,44989,no,no,no,no,,no,1,1,3,2,no,no,no,no,0
U1730,Morales Sánchez & Partners,Contador,Costa Rica,Pro,49,2022-08-14,2024-02-12,activo,transferencia,,,,,,,,,U1730,44787,si,si,no,si,7,no,35,59,11,5,no,no,si,si,3.5
U1731,Repuestos Rodríguez & Cía,Pyme,Panamá,Pro,49,2022-10-19,2023-11-28,inactivo,OXXO,,,,,,,,,U1731,44853,si,no,si,si,19,si,5,6,0,3,no,si,no,si,1.4
U1732,Supermercado Hernández,Pyme,México,Starter,19,2022-05-31,2024-02-18,activo,tarjeta,,,,,,,,,U1732,44712,si,no,si,si,7,no,20,43,0,1,no,si,si,si,4.8
U1733,Comidas Rápidas Pérez,Pyme,República Dominicana,Starter,19,2023-01-23,2024-02-10,activo,tarjeta,,,,,,,,,U1733,44949,si,si,si,si,5,no,17,25,4,2,no,no,si,si,3.9
U1734,Agropecuaria Flores Plus,Pyme,México,Growth,35,2023-12-04,2023-12-24,suspendido,tarjeta,,,,,,,,,U1734,45264,si,no,si,si,10,no,3,5,3,1,no,no,no,no,0.5
U1735,Importadora Torres del Norte,Pyme,República Dominicana,Pro,49,2023-02-13,2024-01-16,activo,transferencia,,,,,,,,,U1735,44970,si,no,si,si,9,no,21,28,0,6,si,si,no,si,1.7
U1736,Ávila Jiménez Auditoría,Contador,Colombia,Starter,19,2022-06-18,2024-01-15,activo,tarjeta,,,,,,,,,U1736,44730,si,si,si,si,3,no,35,50,,2,no,no,no,si,2.2
U1737,Ramos Martínez & Asociados,Contador,Panamá,Growth,35,2022-02-26,2024-02-18,activo,tarjeta,,,,,,,,,U1737,44618,no,si,si,no,,no,0,1,9,1,no,no,no,si,5
U1738,Contabilidad Rojas Contadores,Contador,República Dominicana,Growth,35,2022-01-27,2024-01-05,activo,tarjeta,,,,,,,,,U1738,44588,si,si,no,si,9,no,19,28,11,2,no,no,si,si,5.1
U1739,Comidas Rápidas Jiménez,Pyme,Colombia,Growth,35,2022-11-26,2024-01-27,activo,transferencia,,,,,,,,,U1739,44891,si,no,si,si,5,no,20,25,14,1,no,no,si,si,1.9
U1740,Farmacia Ramírez,Pyme,México,Growth,35,2022-05-28,2024-01-24,activo,tarjeta,,,,,,,,,U1740,44709,si,si,si,si,5,no,18,29,14,2,no,si,si,si,5.6
U1741,Tienda Reyes Express,Pyme,México,Starter,19,2022-06-16,2024-03-01,activo,tarjeta,,,,,,,,,U1741,44728,si,si,si,si,3,no,36,51,3,1,no,no,si,si,2
U1742,Vargas Ortiz Auditoría,Contador,México,Growth,35,2023-07-23,2024-01-04,inactivo,transferencia,U1742,2023-09-26,voluntario,cambio_de_negocio,,no_sabe,6,,U1742,45130,si,no,no,si,16,no,11,,1,2,no,no,no,no,1.3
U1743,Pérez Jiménez Contadores,Contador,Ecuador,Pro,49,2023-09-09,2024-02-19,activo,tarjeta,,,,,,,,,U1743,45178,si,si,si,si,1,si,11,19,6,4,no,no,no,si,5.1
U1744,Repuestos Flores,Pyme,Colombia,Starter,19,2022-07-27,2024-01-06,activo,OXXO,,,,,,,,,U1744,44769,si,si,no,si,6,no,31,43,15,1,no,no,si,si,4.1
U1745,Salinas García Consultores,Contador,Colombia,Enterprise,89,2023-02-15,2024-02-04,activo,OXXO,,,,,,,,,U1745,44972,si,si,si,si,4,si,36,67,10,6,no,no,si,si,3.9
U1746,Estudio Sánchez Auditoría,Contador,Panamá,Growth,35,2022-04-15,2024-01-11,activo,tarjeta,,,,,,,,,U1746,44666,si,si,si,si,9,no,22,37,,1,no,no,si,si,6.5
U1747,Transporte Reyes,Pyme,México,Growth,35,2022-05-16,2024-02-04,activo,transferencia,,,,,,,,,U1747,44697,si,si,si,si,9,no,13,22,4,1,no,no,si,si,3.4
U1748,Tienda Medina,Pyme,Colombia,Growth,35,2022-10-31,2024-02-07,activo,tarjeta,,,,,,,,,U1748,44865,si,si,si,si,8,no,21,37,15,2,no,si,si,si,2.6
U1749,Panadería Morales,Pyme,México,Growth,35,2022-04-07,2024-01-19,activo,OXXO,,,,,,,,,U1749,44658,si,si,si,si,4,no,7,16,6,2,no,no,si,si,1.8
U1750,Supermercado Jiménez,Pyme,Colombia,Growth,35,2022-04-21,2023-12-07,suspendido,transferencia,U1750,2023-08-28,voluntario,cambio_de_negocio,precio_alto,Contpaqi,2,muy caro para lo que ofrece comparado con la competencia,U1750,44672,si,si,si,si,13,no,8,,,1,no,si,si,no,0.8
U1751,Tienda Rodríguez del Norte,Pyme,Colombia,Starter,19,2022-04-05,2023-10-29,suspendido,tarjeta,U1751,2023-03-01,involuntario,tarjeta_vencida,,ninguno,,cambió de banco y no actualizó los datos de pago,U1751,44656,no,no,si,no,,no,2,,,1,no,no,no,si,0.4
U1752,Taller Rojas,Pyme,Ecuador,Starter,19,2023-07-14,2024-02-23,activo,tarjeta,,,,,,,,,U1752,45121,si,no,si,si,7,no,15,20,0,1,no,si,si,si,3.6
U1753,Asesoría Vargas Contadores,Contador,Panamá,Growth,35,2023-07-07,2024-01-08,activo,PSE,,,,,,,,,U1753,45114,si,no,si,si,10,no,13,28,15,2,no,no,si,si,2.5
U1754,López Medina & Partners,Contador,México,Growth,35,2023-08-10,2024-02-17,activo,tarjeta,,,,,,,,,U1754,45148,si,si,si,si,4,no,8,10,11,2,no,no,si,si,2.6
U1755,Vargas Ortiz Consultores,Contador,México,Pro,49,2022-05-02,2024-02-14,activo,tarjeta,,,,,,,,,U1755,44683,si,si,no,si,6,si,15,32,9,3,no,no,si,si,6
U1756,Asesoría Martínez Contadores,Contador,México,Pro,49,2022-01-16,2024-01-01,activo,tarjeta,,,,,,,,,U1756,44577,si,si,si,si,5,si,39,96,12,3,si,no,si,si,1.5
U1757,Ávila Díaz & Asociados,Contador,Colombia,Pro,49,2022-12-02,2024-01-06,activo,OXXO,,,,,,,,,U1757,44897,si,si,si,si,8,si,7,16,14,2,si,no,si,si,3.3
U1758,García Martínez & Partners,Contador,México,Pro,49,2022-04-18,2024-01-26,activo,transferencia,,,,,,,,,U1758,44669,si,no,si,si,9,no,8,16,3,2,no,no,si,si,4
U1759,Salinas Rojas & Asociados,Contador,Ecuador,Starter,19,2023-08-08,2024-02-06,activo,tarjeta,,,,,,,,,U1759,45146,si,si,si,si,5,no,20,46,11,1,no,no,si,si,5.9
U1760,Importadora Vargas & Hijos,Pyme,México,Growth,35,2022-08-29,2024-02-08,activo,tarjeta,,,,,,,,,U1760,44802,si,si,si,si,2,no,24,31,8,1,no,si,no,si,2.5
U1761,Supermercado Vargas,Pyme,Panamá,Pro,49,2022-02-04,2023-12-21,cancelado,transferencia,U1761,2023-05-18,involuntario,disputa_bancaria,,ninguno,,"cuenta bancaria cerrada, sin respuesta a emails",U1761,44596,si,no,no,si,10,no,9,,3,4,si,si,no,no,0
U1762,Morales Rojas & Partners,Contador,Costa Rica,Growth,35,2022-10-26,2024-01-20,activo,PSE,,,,,,,,,U1762,44860,no,no,no,no,,no,2,0,4,1,no,no,si,si,3.1
U1763,Importadora López Express,Pyme,Colombia,Starter,19,2022-12-22,2024-02-04,activo,tarjeta,,,,,,,,,U1763,44917,si,si,si,si,5,no,34,69,13,2,no,si,no,si,6.2
U1764,Constructora González,Pyme,Panamá,Starter,19,2023-07-12,2024-01-25,activo,tarjeta,,,,,,,,,U1764,45119,si,no,si,si,1,no,23,34,9,1,no,si,si,si,1.9
U1765,Salinas Ortiz & Partners,Contador,Colombia,Pro,49,2023-09-21,2024-02-10,activo,transferencia,,,,,,,,,U1765,45190,si,si,si,si,1,si,27,36,1,1,no,no,no,si,4.8
U1766,Taller Hernández & Hijos,Pyme,México,Starter,19,2023-10-01,2024-01-28,activo,tarjeta,,,,,,,,,U1766,45200,si,si,si,si,6,no,39,50,,2,no,no,si,si,2.6
U1767,Constructora García,Pyme,México,Growth,35,2022-02-09,2024-01-15,inactivo,tarjeta,,,,,,,,,U1767,44601,no,si,no,si,20,no,9,19,4,2,no,si,si,no,1.3
U1768,Repuestos Díaz Express,Pyme,México,Starter,19,2022-02-23,2024-02-26,activo,tarjeta,,,,,,,,,U1768,44615,si,no,si,si,8,no,37,69,15,1,no,no,no,si,3.4
U1769,Farmacia Vargas,Pyme,México,Growth,35,2023-08-06,2024-02-13,activo,tarjeta,,,,,,,,,U1769,45144,si,si,si,si,7,no,14,25,8,1,no,si,no,si,6.3
U1770,Pérez Pérez Consultores,Contador,Panamá,Growth,35,2022-07-06,2023-07-21,cancelado,tarjeta,,,,,,,,,U1770,44748,si,no,no,si,11,no,7,13,2,2,no,no,no,si,0
U1771,Constructora Medina Plus,Pyme,República Dominicana,Starter,19,2023-10-16,2024-03-01,activo,tarjeta,,,,,,,,,U1771,45215,si,si,si,si,3,no,8,10,10,1,no,no,si,si,6.5
U1772,Repuestos Rodríguez,Pyme,Panamá,Pro,49,2022-07-19,2024-02-27,activo,OXXO,,,,,,,,,U1772,44761,si,si,si,si,5,si,10,20,,3,no,no,si,si,5.2
U1773,Repuestos Ortiz,Pyme,Colombia,Growth,35,2022-12-02,2024-02-18,activo,tarjeta,,,,,,,,,U1773,44897,si,si,si,si,10,no,29,59,15,1,no,si,no,si,5.1
U1774,García Sánchez Fiscalistas,Contador,México,Enterprise,89,2022-06-25,2024-02-07,activo,tarjeta,,,,,,,,,U1774,44737,si,si,si,si,2,si,27,61,,4,no,no,no,si,5.5
U1775,Clínica Díaz,Pyme,República Dominicana,Starter,19,2022-08-17,2023-06-28,suspendido,transferencia,,,,,,,,,U1775,44790,no,no,si,no,,no,2,0,,1,no,si,si,no,0.9
U1776,Jiménez Flores Auditoría,Contador,México,Growth,35,2023-01-31,2023-10-14,cancelado,tarjeta,,,,,,,,,U1776,44957,no,si,si,si,6,no,9,20,4,1,no,no,no,si,0
U1777,Medina Jiménez & Partners,Contador,Colombia,Growth,35,2022-01-08,2024-02-10,activo,transferencia,,,,,,,,,U1777,44569,si,si,si,si,9,no,7,17,9,1,no,no,si,si,5
U1778,Comidas Rápidas Flores del Norte,Pyme,República Dominicana,Pro,49,2023-09-06,2024-01-04,activo,tarjeta,,,,,,,,,U1778,45175,si,si,no,si,8,si,20,28,0,4,no,si,no,si,4.4
U1779,Estudio Flores Fiscalistas,Contador,Colombia,Growth,35,2023-02-08,2024-01-21,activo,tarjeta,,,,,,,,,U1779,44965,si,si,si,si,1,no,19,38,15,2,no,no,si,si,2.5
U1780,Constructora Rodríguez,Pyme,Colombia,Starter,19,2023-09-27,2023-09-30,suspendido,transferencia,,,,,,,,,U1780,45196,si,no,no,si,3,no,8,10,4,1,no,no,no,no,0.3
U1781,Comidas Rápidas Rodríguez,Pyme,Panamá,Starter,19,2023-09-28,2024-02-24,activo,tarjeta,,,,,,,,,U1781,45197,si,si,si,si,8,no,29,45,3,2,no,si,si,si,2.5
U1782,Estudio Medina & Partners,Contador,Colombia,Pro,49,2022-07-01,2024-02-09,activo,tarjeta,,,,,,,,,U1782,44743,si,si,no,si,1,no,28,42,8,2,si,no,si,si,5.6
U1783,Tienda Sánchez S.R.L.,Pyme,Colombia,Growth,35,2022-05-15,2024-01-01,activo,tarjeta,,,,,,,,,U1783,44696,si,si,si,si,10,no,22,51,5,1,no,no,si,si,3.5
U1784,Importadora Cruz,Pyme,República Dominicana,Growth,35,2022-05-21,2023-10-13,cancelado,PSE,,,,,,,,,U1784,44702,no,no,no,no,,no,0,0,1,1,no,no,no,si,0
U1785,Hernández Torres Consultores,Contador,Panamá,Pro,49,2023-03-02,2023-12-25,inactivo,tarjeta,,,,,,,,,U1785,44987,si,si,si,si,12,si,4,6,4,3,si,no,si,no,1.4
